Sub Category,Price,Discount,Rating,Title,Currency,Feature,Product Description,image_url
Beverages & Water,$21.49,No Discount,,"Hint Flavored Water, Variety Pack, 16 fl oz, 21-count",$,7 - Blackberry 7 - Watermelon 7 - Peach 16 fl oz Bottles 21 Total Bottles,"0 calories
0 sweeteners
Water infused with fruit essences & other natural flavors",https://pixabay.com/get/g40715233292bcc877a9f5453f97c733131e57f6e3596aed4a1dec2149469ed9bbe723b02f31d57e98ed34964dc84085b533f45f35da0cc7fd78ed997505dabd9_1280.jpg
Beverages & Water,$17.99,No Discount,,"Califia Farms, Cafe Almond Milk, 32 oz, 6-Count",$,Non GMO Vegan Kosher Soy Free Dairy Free,"Upgrade your latte. Café Almond Milk froths, foams, and steams perfectly for all your espresso creations. Neutral in taste and creamy in texture, it blends beautifully into hot or iced coffee. Simple, dairy-free, plant-based goodness.​​​​​​​​​​​​​​ FROTH + STEAM PERFECT LATTES: With Café Almond Milk you can froth and steam perfect dairy-free lattes at home. Naturally creamy with a neutral taste, Café Almond Milk is made for lattes.
SIMPLE PLANT-BASED INGREDIENTS: Califia Farms Café Almond Milks are made with plant-based, dairy-free ingredients that are Non-GMO Certified, Kosher, vegan, and free from carrageenan.
BLENDS SMOOTHLY INTO COFFEE: This plant-based non-dairy Café Almond Milk blends beautifully into both hot and iced coffee, for a smooth and creamy cup of coffee every time.
BARISTA'S CHOICE DAIRY-FREE MILK: Califia Farms Café Almond Milks are favored by professional baristas across the country for their ability to froth, steam, and form latte art.
Refrigerate after opening",https://pixabay.com/get/g2cee266530b1384c6dd037203ca63b38063e24ba5666885ca16cbad9cb60de88c0213946c7d4161517d0194affd5a0402f9743929e3b07254ae6248effd6a29f_1280.jpg
Beverages & Water,$89.99,After $20 OFF,Rated 4.4 out of 5 stars based on 40 reviews.,Pulp and Press 3-Day Organic Cold Pressed Juice Cleanse,$,6 (2.4 oz.) Elixir Shots 15 (12 oz.) Cold Pressed Juices Cold pressed Certified Organic Product of Canada,"Due to the perishable nature of our products, Pulp & Press can not ship over the weekend. Orders will ship Monday, Tuesday, and Wednesday for delivery Wednesday, Thursday, and Friday. Orders placed after 12 pm EST on Tuesday will not ship until the following Monday.
Exclusive 3-day Juice Cleanse – organic cold pressed juices and elixirs used to detoxify your body and help you feel great! For best results, consume only with water and your choice of organic herbal tea. 15 (12 oz.) Cold Pressed Juices 3Hulk
3 Spicy Lemon
3 Red Monster
3Turbo
3 Rinse + Rebeet 6 (2.4 oz.) Elixir Shots 3 Ginger
3 Turmeric Cold pressed
Rich in vitamins and minerals
Certified Organic
Certified Kosher
No heat pasteurization
No preservatives
No added sugar
No additives (colors, flavors)
Vegan
Gluten Free
Product of Canada Expiration Codes January - JA
February - FE
March: - MR
Aprill - AL
May - MA
June - JN
July - JL
August: - AU
September - SE
October: - OC
November - NO
December - DE Instructions; Refrigerate upon delivery
Juices should be sealed and cool to the touch
Organize according to provided cleanse guide
Consume recommended juices 2 to 2.5 hours apart
Drink water or organic herbal tea between each juice
Avoid eating for best results
If needed, consume organic fruits and vegetables moderately For any questions or concerns regarding your online order, please reach out to Pulp and Press directly at support@pulpandpress.com or by phone at (866)-208-9319. A representative will be in touch with you within 24 hours.",https://pixabay.com/get/g0b4fda18403fbe3baef3e6eb3de5abb170944756f32f2c9cd1ec15a96d4f99f32fd1682f0b836bb0c3f045ee5652bec5d564af5b0be044e8cad654077e28b14d_1280.jpg
Beverages & Water,$23.99,No Discount,,"Saratoga Sparkling Spring Water, 16 fl oz, 24-count",$,Spring Water 16 fl oz Bottles 24 Total Bottles 0 Calories per Bottle,"Lively bubbles that refresh the palate
A perfect complement to any meal or occasion
Made from recycled plastic bottles (excludes cap and label)",https://pixabay.com/get/g245f5a5c4cf617f9b06b053d29e04f531176e934372ab276d545ad794bf95ba8d24afa34845ba9da19c4f663bd97c138cf4e5a52d105cd109e04432dca4c47d3_1280.jpg
Beverages & Water,$4.99,No Discount,,"Pure Life Purified Water, 8 fl oz, 24-count",$,Purified Water 8 fl oz Bottles 24 Total Bottles,"100% pure quality
Purified water
Enhanced with minerals for a crisp taste",https://pixabay.com/get/g0401eb947a0ffe7a4f2f295285b774d4d921b1c69867108613345e24081c378e29c416fb0b92585721f555bf90212a4757a465f43b08bed1d4b83764ea88fa80_1280.jpg
Beverages & Water,$24.99,No Discount,,"Fiji Natural Artesian Water, 23.7 fl oz, 12-count",$,Natural Artesian Water 23.7 fl oz Bottle with Sports Cap 12 Total Bottles,"Perfect for hiking, traveling and on-the-go hydration
Soft, smooth taste
Natural electrolytes from tropical rain filtered through volcanic rock
Bottled from a natural artesian aquifer in the remote Fiji Islands",https://pixabay.com/get/gfb8e51500d1c982fef27e44e53b2dea666cdc3f723337a0c5d65dd72472b603053f42660c44cfa01a2c193a419e72b5c0edbbff3dbcb870d32c8ebe0138b78a6_1280.jpg
Beverages & Water,$18.99,No Discount,,"Tropicana, Apple Juice, 15.2 fl oz, 12-Count",$,100% Juice 100% Daily Value of Vitamin C From Concentrate with Other Natural Flavors and Ingredients Marked for Resale 12-Count,"Apple Juice
15.2 fl oz bottle",https://pixabay.com/get/g53424be96124d95e0061ce2d34b57734ddc0e61d8479cc9ce609924cf789aef5a49b56a70c937430fbafe13c2631c67d0dced83be447a9b887c9544ff10db7b0_1280.jpg
Beverages & Water,$54.99,No Discount,Rated 4.8 out of 5 stars based on 33 reviews.,"Olipop 12 oz Prebiotics Soda Variety Pack, 24 Count",$,"24 count (12 oz each) Prebiotics, plant fiber, and botanicals to support digestive health Variety pack: 6-Root Beer, 6-Vintage Cola, 6-Classic Grape, 6-Orange Squeeze No artificial sweeteners, flavors, or preservatives Non-GMO Project Verified, Gluten-free, Vegan, Keto & Paleo","OLIPOP is a new kind of soda™ that's delicious, refreshing, and actually good for you. OLIPOP combines the classic soda flavor you know and love with prebiotics, plant fiber, and botanicals to support your microbiome and digestive health. Every flavor has 2-5 grams of sugar and includes 9 grams of dietary fiber (about 1/3 of your daily recommended fiber intake)! 24 count (12 oz each)
Variety pack: 6-Root Beer, 6-Vintage Cola, 6-Classic Grape, 6-Orange Squeeze
Delicious, refreshing, and actually good for you
2-5g sugar
9g fiber
Prebiotics, plant fiber, and botanicals to support digestive health
No artificial sweeteners, flavors, or preservatives
Gluten-free
Vegan
Paleo-Friendly
Keto-Friendly
Non-GMO Project Verified",https://pixabay.com/get/gd7757d1f8712a11e453be224665c762bedeaeecf500b0068a966098f582160b2b70df4474a3d910f34f9d6bfa1bf5b362cb7f4c8ff43ecb14bf34169aef6851e_1280.jpg
Beverages & Water,$12.99,No Discount,,"SO Delicious, Organic Coconut Milk, 32 oz, 6-Count",$,USDA Organic Kosher Certified Gluten-Free Non GMO Project Verified Certified Vegan,"Unsweetened Coconut Milk
Dairy Free
Soy Free
6-count
32 oz Cartons",https://pixabay.com/get/g2a2b749f343b50053bdc5b4691a81fe5d6b111b6965a0d7fba364525e40d4e17bf4b2d36a2ffc6adeafe2a82b3f72225e78abbb75a7e12bfb7829a0264bc6fb6_1280.jpg
Beverages & Water,$21.99,No Discount,,"La Colombe Draft Latte Cold Brew Coffee, Variety Pack, 9 fl oz, 12-count",$,Variety Pack 4 - Triple Draft Latte 4 - Mocha Draft Latte 4 - Vanilla Draft Latte 100% Arabica Coffee,"Cold brew coffee drinkVariety pack: 4-Triple Shot, 4-Mocha, 4-VanillaFoamy nitrous-infused milk9 oz can",https://pixabay.com/get/g304792fafc4914c9d45312bb57c5f9af25875d466039124313c457ac0bd41a3112062c78a7349e77cfd1d04fe986af3e9aef57e3892fddae35bb030138ce97ab_1280.jpg
Beverages & Water,$18.99,No Discount,,"Tropicana, 100% Orange Juice, 10 fl oz, 24-Count",$,Orange Juice Made From Concentrate 100% DV Vitamin C per Serving 10 fl. oz. Bottle Net Weight 240 fl. oz.,Product may not be available in all areas due to local municipality requirements. 24-count,https://pixabay.com/get/g75b9caa253b1ce9999ef7bc7d0b99e17254983f834bc2c300e6613febc16cc9ecfe44db8ff963cc732267b20095ae6a02d2cfc786e7b57ecf4a8e3b5f1fa82db_1280.jpg
Beverages & Water,$18.99,No Discount,,"Coca-Cola Mini, 7.5 fl oz, 30-count",$,Original 7.5 fl oz Cans 30 Total Cans 90 Calories per Can,Sip-sized cans,https://pixabay.com/get/gf1b8eb0ecebc311cedd4d82c8c78fc9e2dd851a73eca3ce6e02dadb7af3c38dcde4d2d27fc9737502c83022a857a19ac657dccaad8bd34d8ccc9f15406cab671_1280.jpg
Beverages & Water,$32.99,No Discount,Rated 5 out of 5 stars based on 1 reviews.,"Joyburst Energy Variety, 12 fl oz, 18-count",$,"0g of sugar 0g Calories Naturally Caffeinated (sourced from green tea) Plant-based ingredients 3 flavors: Peach-Mango, Frose-Rose and Grape","Natural Energy, with clean, simple ingredients and green-tea caffeine. Joyburst is a better-for-you refreshing sparkling beverage without the unhealthy sugars and synthetic caffeine sources that other energy drinks have. Three delicious fruit-based flavors with a hint of sweetness, naturally-derived caffeine and refreshing sparkling water. Features: 0g of sugar
0g Calories
Naturally Caffeinated (sourced from green tea)
Plant-based ingredients
3 flavors: Peach-Mango, Frose-Rose and Grape",https://pixabay.com/get/g255cf4cbd3fefb8341104794bf1471ebcd516bb80c81b141559a32af98f56ac9cc4457248aff3b0098423829fcfc9332fd9d54e1fcc84f79b9e44beaeb898def_1280.jpg
Beverages & Water,$29.99,No Discount,,"Illy Cold Brew Coffee Drink, Classico, 8.45 fl oz, 12-count",$,Classico 8.45 fl oz Cans 12 Total Cans 100% Arabica Coffee 5 Calories per Can,"Illy Blend
12 hour cold brewed
Recyclable package
No preservatives
No sugar added",https://pixabay.com/get/g6e474db226f4553aa060b1888a68db675666f264a4f5f73a6f00e8da594a120f945d11d91abb7dc98abed249a5ec036d355cc8c241a3ca0cc7f5ecf8e336e200_1280.jpg
Beverages & Water,$21.99,No Discount,,"Kirkland Signature, Organic Coconut Water, 33.8 fl oz, 9-count",$,No Sugar Added Not From Concentrate 100% Juice USDA Organic Kosher,"Organic Coconut Water
33.8 fl oz (1 Liter) carton
9-count",https://pixabay.com/get/g1d86b3298034570a2caae26bceff6f83fb4379ec952ea8c38ad015341909f1af80162a667a1c6e1b42ee9f0540d783699f1a40697d3b8c1900fe8bdcb90cf602_1280.jpg
Beverages & Water,$13.79,No Discount,,"LaCroix Sparkling Water, Variety Pack, 12 fl oz, 24-count",$,"Kosher (Circle U) 0 Calories, 0 Sweetener, 0 Sodium Naturally Essenced Sparkling Water 6 Lemon, 12 Lime, 6 Grapefruit","LaCroix is a refreshing and healthy beverage that can be enjoyed in any setting. Each sip of LaCroix Sparking Water is flavored with the natural essence oils extracted from the named fruit. It contains 0-calories, 0-sweeteners and 0-sodium. This means you can enjoy the refreshing taste of a carbonated beverage completely guilt-free. LaCroix sparkling water is vegan, gluten-free, non-GMO and Whole30 approved. Our water is sourced in the U.S.A. and has a lower carbon footprint compared to imported brands. The average person needs to drink eight 8-oz glasses of water a day, and with LaCroix Sparkling Water, each of those eight glasses can have a special, fruity essence that you will love! Enjoy LaCroix! 24-count
12 fl. oz. cans
288 fl. oz. Total weight
VARIETY PACK: Variety Multi-Pack of 24 cans measuring 12 oz each. Includes 12 Lime, 6 Lemon, and 6 Grapefruit. Perfect for the fridge, office, or your next family get-together!
HEALTHIER: Unlike sports drinks, vitamin enhanced waters, and sodas, LaCroix is healthy for you; natural sparkling water with 0 calories, 0 sweeteners and 0 sodium. Each flavor comes from the natural essence oils of the named fruit with nothing artificial added.
GUILT FREE: Drink with zero worries! LaCroix contains 0 calories, 0 sweeteners, and 0 sodium. Our sparkling water is vegan, gluten free, non-GMO, and Whole30 approved. Our drinks offer the perfect splash of refreshment for work and play.
REFRESHING: LaCroix is a wholesome, refreshing sparkling water that you can feel good about sharing with your friends and family. Enjoy the delicious flavor at the gym, in the office or on the go!
FUN: LaCroix is the perfect drink for every occasion. LaCroix Mocktail recipes even provide a splash of fun for your next party or get-together. Let LaCroix bring fun to your healthy lifestyle!",https://pixabay.com/get/ge679379bb4489ce901e599af64293709d3ed0dc2ae3db154685da0f9a3d5da0877ce3ed9e3f5c821a43263770770b7b1c4b035079b3583516048ba8138980a18_1280.jpg
Beverages & Water,$23.49,No Discount,,"C4 Performance Energy Drink, Frozen Bombsicle, 16 fl oz, 12-count",$,Frozen Bombsicle 16 fl oz Cans 12 Total Cans Zero Sugar 200mg Caffeine,"Performance Energy Drink
Zero Sugar
Zero Calories",https://pixabay.com/get/g7e576b3b64b474c635c4145eefa64c23be4e4400f6ea05567cdeafc814ac3b9bf24f27513acbfe0da55dde0ef1f3532b9962d419c2b2462b9589756cd293b9b2_1280.jpg
Beverages & Water,$19.99,No Discount,,"San Pellegrino Sparkling Natural Mineral Water, Unflavored, 11.15 fl oz, 24-count",$,Zero Calories Unflavored Original,"Bottled at the source, San Pellegrino Terme (Bergamo) Italy
Zero calories
Natural mineral water with natural CO2 added
3 x 8-packs",https://pixabay.com/get/gc48a5b44a6f8caf8fe28a7e9d60f4f894beba96949d8207bdea35f2bec353833a1b6b6f7fa0394b62835e350ef96a265fd0af88271110ffc4b11c0b1d93b29ab_1280.jpg
Beverages & Water,$14.99,No Discount,,"Kirkland Signature Green Tea Bags, 1.5 g, 100-count",$,100-count 1.5 g. bags A Blend of Sencha & Matcha Hot & Cold Brewing Product of Japan,100-count1.5 g. bags150 g. Total net weightProduct of Japan,https://pixabay.com/get/ga20d846fd68478d8bf91f1c1b71f26b7e043ddba80d7249a8c7eda723471089af03302c1e09178ef6ce548f6003d30c45619e41f8cf246f85ce0cd58b5a74427_1280.jpg
Beverages & Water,$21.99,No Discount,,"Horizon, Organic Whole Milk, 8 oz, 18-Count",$,USDA Organic Kosher Grade A Never any Preservatives Net Weight: 144 fl oz,"Certified B Corporation
Real Horizon Milk on the GO
8 g Protein per Serving
18-count
8 fl oz containers",https://pixabay.com/get/g15bf71264c88a99e8dc78c8e422fdb43e1aa883f937fa5a6db7e6cc62593b852f07f8381c8fe0f7bc19d66ee8a9e3fd386a9bfd561db6f3fc625cd78d0ac543b_1280.jpg
Beverages & Water,$13.79,No Discount,,"LaCroix Sparkling Water, Lime, 12 fl oz, 24-count",$,Kosher (Circle U) 0 Calories 0 Sweetener 0 Sodium Naturally Essenced Sparkling Water,"LaCroix is a refreshing and healthy beverage that can be enjoyed in any setting. Each sip of LaCroix Sparking Water is flavored with the natural essence oils extracted from the named fruit. It contains 0-calories, 0-sweeteners and 0-sodium. This means you can enjoy the refreshing taste of a carbonated beverage completely guilt-free. LaCroix sparkling water is vegan, gluten-free, non-GMO and Whole30 approved. Our water is sourced in the U.S.A. and has a lower carbon footprint compared to imported brands. The average person needs to drink eight 8-oz glasses of water a day, and with LaCroix Sparkling Water, each of those eight glasses can have a special, fruity essence that you will love! Enjoy LaCroix!24-count12 fl. oz. cans288 fl. oz. Total weightMULTI PACK: Comes with 2 packs of 12 cans (24 Cans total). Lime 12 oz cans, perfect for the fridge, office, or your next family get-together!HEALTHIER: Unlike sports drinks, vitamin enhanced waters, and sodas, LaCroix is healthy for you; natural sparkling water with 0 calories, 0 sweeteners and 0 sodium. Each flavor comes from the natural essence oils of the named fruit with nothing artificial added.GUILT FREE: Drink with zero worries! LaCroix contains 0 calories, 0 sweeteners, and 0 sodium. Our sparkling water is vegan, gluten free, non-GMO, and Whole30 approved. Our drinks offer the perfect splash of refreshment for work and play.REFRESHING: LaCroix is a wholesome, refreshing sparkling water that you can feel good about sharing with your friends and family. Enjoy the delicious flavor at the gym, in the office or on the go!FUN: LaCroix is the perfect drink for every occasion. LaCroix Mocktail recipes even provide a splash of fun for your next party or get-together. Let LaCroix bring fun to your healthy lifestyle!",https://pixabay.com/get/g131bea671a11f675e86e7900b670820dbba6f429c9fcae0072f00de0ff627fafd96dd1804e232f6145cccb051df86b0bbc5d368521a119564ebf17532bdd6abe_1280.jpg
Beverages & Water,$14.99,No Discount,,"Liquid Death Sparkling Water, 16.9 fl oz, 18-count",$,100% Mountain Water 16.9 fl oz Cans 18 Total Cans,"Sourced from beneath hundreds of feet of stone
Natural minerals & electrolytes
Sparkling water straight from the Alps",https://pixabay.com/get/g097f52be328cde5198b76d5ae9e4977d4e125509c869b2889b9c9b6024c06c6bf52760d94b6b135212095a715b539dbca343f26f9bd8ea5f4dbcf5883bcd40ab_1280.jpg
Beverages & Water,$34.99,No Discount,Rated 4.5 out of 5 stars based on 1911 reviews.,"Starbucks Classic Hot Cocoa Mix 30 oz, 2-pack",$,"Rich Velvety Cocoa
Decadent Dark Chocolate Tasting Notes","2-pack (two 1.87 lb cocoa tins) Each 1.87 lb. tin makes 42 servings of hot cocoaMade with ethically sourced cocoa powderStarbucks is committed to purchasing cocoa that’s grown and traded in an ethical and transparent way Made with cane sugarJust add 1-cup hot milk KosherIngredients: cane sugar, cocoa (processed with alkali), vanilla powder",https://pixabay.com/get/g9258497a1e5ee01ec0fb4a03b99c1408a966fdcb5074511f9bd555b1bb8675f52034d36056b38fcc7aa611ff249040e22b325a552917505eaba731aa3ba8dcec_1280.jpg
Beverages & Water,$39.99,No Discount,Rated 4 out of 5 stars based on 138 reviews.,"VitaCup Green Tea Instant Packets with Matcha, Enhance Energy & Detox, 2-pack (48-count total)",$,"2-pack (48-count total)
Premium Green Tea and Japanese Matcha
Infused with Moringa, Minerals, and Antioxidants
Enhanced with B Vitamins and Plant-Based D3
Prebiotic Fiber to Promote a Healthy Gut","Start your morning with a burst of energy and focus from our delicious Green Tea Instant Sticks. Sip on a smooth, satisfying green tea infusion made with traditional Japanese matcha powder, plus an infusion of moringa and essential vitamins. Each packet contains a balanced combination of nutrients, amino acids, and prebiotic fiber.
VitaCup Green Tea Instant Sticks are ideal for any tea drinker, especially the wellness warrior on-the-go! Pour one packet with 8 ounces of hot or cold water and stir until completely dissolved (about 10 seconds). You’ll love the energy and detox benefts from a powerhouse blend of antioxidants and natural caffeine. 2-pack (48-counttotal)
Premium Green Tea Leaves & Matcha Powder
Nutrient-Dense Moringa Oleifera
Vitamins B5, B6, B1, B12, B9 & D3
Inulin Healthy Prebiotic Fiber
Natural Antioxidants, No Artificial Ingredients
Dietitian Formulated
Keto-Friendly, Supports Energy & Mood
Vegan, Sugar-Free, Soy-Free, Dairy-Free, Gluten-Free",https://pixabay.com/get/ge27ad77f5de11910c874ab80ba8b4029ab0fa5ef049bb21c7d17392375c9477aa23d4a674f8562927e367d254dbf9b799065d4ec5c3c1b1de62fd8c2e97aec1a_1280.jpg
Beverages & Water,$19.99,No Discount,,"San Pellegrino Essenza, Variety Pack, 11.15 fl oz, 24-count",$,Zero Calories Zero Sweeteners,"Flavored Mineral Water24 x 11.5 fl oz8 each of Tangerine & Wild Strawberry, Blood Orange & Black Raspberry, Dark Morello Cherry & Pomegranate",https://pixabay.com/get/g4aa0df7c69c4fe5cd7b84d11b167f7047e8134f6787922ef8bc4f2c8e909db2ad07de0a3ca6ebe3738e12d878883b09c1377c1528503d758303549dcd551aeb4_1280.jpg
Beverages & Water,$22.99,No Discount,,"Carnation, Evaporated Milk, 12 fl oz, 12-Count",$,Vitamin D Added The Cooking Milk Replace Drinking Milk in Recipes Adds Extra Creaminess and Rich Flavor Net Weight 144 fl oz,"12-count
12 fl. oz. can Evaporated Milk",https://pixabay.com/get/gd4430d08f7e526ba172a2489b168ec5e19c40865bb08490334695d6c6cb9b1eb170627f887b6fb8b2f15befee713616f81273b210f97eb4d25b40d8969491299_1280.jpg
Beverages & Water,$49.99,No Discount,Rated 4.8 out of 5 stars based on 1150 reviews.,"Sencha Naturals Everyday Matcha Green Tea Powder, 3-pack",$,"Sourced From Japan Certified Non-GMO Perfect for Drinking, Blending and Baking 225 Servings","About Matcha Made of finely-ground green tea leaves, matcha powder is a highly versatile superfood you drink hot or cold or can add to your favorite smoothies, desserts, and countless other recipes. Antioxidant Benefits – Matcha is naturally high in powerful antioxidants for the all-over wellbeing of your body and mind.
Sugar, Gluten, Dairy-Free - Matcha is naturally free of gluten, sugar, and dairy, making it incredibly versatile for daily use in many food and drink recipes. Balanced Caffeine - With about 1/3 the amount of caffeine as a cup of coffee, matcha provides a sense of calm focus without the jitters.
Japanese Origin - Our premier non-GMO matcha comes from the lush volcanic regions of Kyoto and Kagoshima in Japan. About Sencha Naturals Welcome to our Sencha Naturals family! With a mission of “Green Tea for All,” we strive to make green tea a part of your daily wellness. B-Corporation - As a Certified B Corporation, we believe in transparency and accountability, and take the sustainable road less traveled by focusing on people and planet over profits.
Clean Ingredients - We are committed to providing products that are Non-GMO, Gluten-Free and Veganwhen possible.
GMP Certified Facility - Based in Southern California, all of our products are packaged in our own cGMP certified facility for highest quality control, food safety, and oversight. Includes: 3x - 12 oz bags",https://pixabay.com/get/ge1c1a922d00566be1789d4c7e7ed0081c28f2da0386b776c5d9fed214077dd732ed49814eafbd6d47b8722465685f3f5bcd77c634927f68b0a17325226680296_1280.jpg
Beverages & Water,$14.99,No Discount,,"LaCroix Curate Commemorative Collection Sparkling Water, Variety Pack, 12 fl oz, 24-count",$,"Kosher (Circle U) 0 Calories, 0 Sweetener, 0 Sodium Naturally Essenced Sparkling Water 8 Pineapple Strawberry, 8 Blackberry Cucumber, 8 Cherry Lime","LaCroix is a refreshing and healthy beverage that can be enjoyed in any setting. Each sip of LaCroix Sparking Water is flavored with the natural essence oils extracted from the named fruit. It contains 0-calories, 0-sweeteners and 0-sodium. This means you can enjoy the refreshing taste of a carbonated beverage completely guilt-free. LaCroix sparkling water is vegan, gluten-free, non-GMO and Whole30 approved. Our water is sourced in the U.S.A. and has a lower carbon footprint compared to imported brands. The average person needs to drink eight 8-oz glasses of water a day, and with LaCroix Sparkling Water, each of those eight glasses can have a special, fruity essence that you will love! Enjoy LaCroix!24-count12 fl. oz. cans288 fl. oz. Total weight8-Pineapple Strawberry (Pina Fraise), 8-Blackberry Cucumber (Mure Pepino), 8-Cherry Lime (Cerise Limon)VARIETY PACK: Variety Multi-Pack of 24 slim cans measuring 12 oz each. Includes 8 Cerise Limón (Cherry Lime), 8 Piña Fraise (Pineapple Strawberry) and 8 Múre Pepino (Blackberry Cucumber). Perfect for the fridge, office, or your next family get-together!HEALTHIER: Unlike sports drinks, vitamin enhanced waters, and sodas, LaCroix is a healthy for you, natural sparkling water with 0 calories, 0 sweeteners and 0 sodium. Each flavor comes from the natural essence oils of the named fruit with nothing artificial added.GUILT FREE: Drink with zero worries! LaCroix contains 0 calories, 0 sweeteners, and 0 sodium. Our sparkling water is vegan, gluten free, non-GMO, and Whole30 approved. Our drinks offer the perfect splash of refreshment for work and play.REFRESHING: LaCroix is a wholesome, refreshing sparkling water that you can feel good about sharing with your friends and family. Enjoy the delicious flavor at the gym, in the office or on the go!FUN: LaCroix is the perfect drink for every occasion. LaCroix Mocktail recipes even provide a splash of fun for your next party or get-together. Let LaCroix bring fun to your healthy lifestyle!",https://pixabay.com/get/g3dd8f8f01f5856a4dbb50bdd382353d19a2fea481dc48f7abaa97da54016ff2e53a29df2b48b1b4e9f5791a0a99ae932059c6837b900a1fe16209886873f5d93_1280.jpg
Beverages & Water,$8.99,No Discount,,"Lipton, Iced Tea Mix, Lemon, 5 lbs",$,Sweetened Iced Tea Mix Natural Lemon Flavor Kosher Makes 38 qts Product of Canada,"Store in cool, dry place",https://pixabay.com/get/g4efd1cc087c9d91d3beebab90aa438427be0e78daaf005b075b3a8daf8521566ba5f7207b6dfeb6ab40f6da41267c03af32a1c769384976ab8fb2faca48fc906_1280.jpg
Beverages & Water,$23.99,No Discount,,"San Pellegrino Italian Sparkling Drink, Variety Pack, 11.15 fl oz, 24-count",$,12 - Aranciata Rossa (Orange & Blood Orange) 12 - Limonata (Lemon) 11.15 fl oz Cans 24 Total Cans,"(2) 6-packs of each flavor
Made with ingredients from natural origin Italian fruits",https://pixabay.com/get/g1b9ebf6dffd5e9ce30c492c7d40630327b6c664b028b615157babed164a155d10a1a52dfac4110041245050aee871745138644b22f841e64a1e1a625c7aded43_1280.jpg
Beverages & Water,$12.99,No Discount,,"Kirkland Signature, Organic Non-Dairy Oat Beverage, 32 oz, 6-count",$,Kosher Non GMO USDA Organic 100% Vegan 6-Count,"Made with super tasty rolled oats
20g rolled oats in every serving
32 oz carton",https://pixabay.com/get/g4ab76248159680e8f105cc1b09d9849b72c11e77f96aee2d169fac946478c3c62fbd5141be64d5b2d65e5662f4ff55d0814d0b22f495f75393a9902889ca0c0b_1280.jpg
Beverages & Water,$21.99,No Discount,,"Horizon, Organic Low-fat Milk, 8 oz, 18-Count",$,USDA Organic Kosher Grade A Never Any Preservatives 18-Count,"8 fl oz Milk Boxes
Net Weight 144 fl oz",https://pixabay.com/get/g5f85ac98b52c1ab2def1d4904ce416d49b27ce8e9ed176e9f7d52f744c90ba09cd9c87815db4ddb53930432570a6fb57bfc00dbca553ec6060b3d979678429dc_1280.jpg
Beverages & Water,$23.99,No Discount,,"Vita Coco, Coconut Water, 11.1 fl oz, 18-Count",$,Coconut Water Replenish Lost Electrolytes Recharge with Vital Nutrients Hydrate with the Goodness of Coconuts Net Weight 199.8 fl. oz.,"Vita Coco
18-count
11.1 fl oz.",https://pixabay.com/get/g35bbcbea05cbc53c0450d464abde3d140f8e6977741873919559596d24c3954f2a33eea87da676314b2ce166b8e4b81d05174aad021d44ef7e641147651d03de_1280.jpg
Beverages & Water,$15.99,No Discount,,"Nestle La Lechera, Sweetened Condensed Milk, 14 oz, 6-Count",$,La Lechera Sweetened Condensed Milk 6-Count 14 oz Can Net Weight: 84 oz,No Artificial Flavors,https://pixabay.com/get/g57e88af32e6853529983e20cf9f26060f4b812b4cb6d0b1ac36192f7bc1570bd01afb68ca4a25742537fc8e8cffae7f314b35a438850588cc0e1d321d79049c7_1280.jpg
Beverages & Water,$12.99,No Discount,,"Kirkland Signature, Organic Coconut Water, 11.1 fl oz, 12-count",$,Kosher USDA Organic No Sugar Added Not from Concentrate 100% Juice:,"Organic Coconut Water
11.1 fl oz (330 mL) carton
12 ct
Total 3.96 L",https://pixabay.com/get/g1aab6805abef7c7857cc1c9b714da715ae6fe2f571a5a30ff60d1427afaf49d5f7ea2e868338785772359d673390453e912aa7e63a1c81b8f59f60d1575947ca_1280.jpg
Beverages & Water,$13.79,No Discount,,"LaCroix Sparkling Water, Grapefruit, 12 fl oz, 24-count",$,0 Calories 0 Sweetener 0 Sodium,100% Natural Sparkling WaterGrapefruit (Pamplemousse)12 fl oz (355 mL) can24-countMore Information:KosherSodium freeSweetener freeZero calories,https://pixabay.com/get/ga1b7a3a10b6ff86fc223feffb617d5b4411c0f68c621bc96509eb565269a2130f8d6abc5624fbede7c0bc63f4a8066412605f4cf9a4e6082700406e9e57840bf_1280.jpg
Beverages & Water,$28.99,No Discount,,"Celsius Sparkling Energy Drink, Variety Pack, 12 fl oz, 18-count",$,6 - Peach Vibe 6 - Tropical Vibe 6 - Arctic Vibe 12 fl oz Cans 18 Total Cans,"6 - Peach Vibe (white peach)
6 - Tropical Vibe (starfruit pineapple)
6 - Arctic Vibe (frozen berry)
0 sugar
Gluten free
Kosher
Non GMO
Certified vegan",https://pixabay.com/get/gbadf58613a6060edd91877fc949059d263d38eefa7cb71e3eb2f68651ed328e67da4ceb2d700720300a8770e448efab2b4f33b0ad41826accdb17c9e64a19a62_1280.jpg
